timestamp,close
1760817600,107094.35594603926
1760821200,107044.77083141152
1760824800,107210.23428047558
1760828400,107147.81742888642
1760832000,107156.00337647724
1760835600,106903.79932474553
1760839200,106994.99026184587
1760842800,106892.59199791536
1760846400,107277.8900097389
1760850000,107097.55099996917
1760853600,106894.00465728603
1760857200,106765.30322754725
1760860800,106815.08572050236
1760864400,106489.79430051908
1760868000,107601.94399619543
1760871600,107661.60148137854
1760875200,107804.49082162174
1760878800,107580.78284153281
1760882400,108074.73428483192
1760886000,108440.14412851754
1760889600,108430.33239110556
1760893200,108701.68249623412
1760896800,109198.03762001857
1760900400,109404.69898589609
1760904000,108953.78744965605
1760907600,108899.47537203658
1760911200,108703.11827939545
1760914800,108976.71889815509
1760918400,108655.50525004533
1760922000,107984.75530202611
1760925600,108031.89967462847
1760929200,108802.63136876836
1760932800,110213.82084744876
1760936400,110408.77985590181
1760940000,110988.93843181919
1760943600,111313.87149220676
1760947200,111154.61395542785
1760950800,111127.01051419933
1760954400,110867.09387240493
1760958000,110771.30592452061
1760961600,111032.33988398887
1760965200,110846.45798521055
1760968800,111057.76323610534
1760972400,111322.7026176929
1760976000,111427.00607037144
1760979600,110455.59307840143
1760983200,110340.15173252257
1760986800,110880.01637720925
1760990400,110828.02730463324
1760994000,111027.57915637184
1760997600,110585.68622264663
1761001200,110836.40846709388
1761004800,110608.5714932665
1761008400,110490.77048453045
1761012000,110033.27171327456
1761015600,109587.65776738718
1761019200,109133.49157778294
1761022800,107726.40857946868
1761026400,107603.55609132143
1761030000,107941.29470249634
1761033600,108131.8700683883
1761037200,107766.34807709047
1761040800,107763.47584764786
1761044400,108596.10577425564
1761048000,108617.2385815631
1761051600,108971.72776049396
1761055200,108309.2361192458
1761058800,111287.67777555031
1761062400,113348.64642768126
1761066000,113187.82370886576
1761069600,112242.69050087218
1761073200,112036.99785939645
1761076800,112007.191816047
1761080400,111054.58615655528
1761084000,110884.56814982755
1761087600,109054.76698417134
1761091200,108486.10262716639
1761094800,108176.85366493631
1761098400,108312.61477755955
1761102000,108351.05278027857
1761105600,108232.82394157407
1761109200,108647.44801249019
1761112800,108155.47577191296
1761116400,108032.84497446724
1761120000,108275.95914473248
1761123600,108283.3153134732
1761127200,108078.33299528153
1761130800,107750.27429465861
1761134400,107555.8236449532
1761138000,108107.16765801999
1761141600,108357.70532107855
1761145200,108333.13943669449
1761148800,108483.40485103302
1761152400,108424.77914089886
1761156000,107840.73977460664
1761159600,108023.06189301437
1761163200,108009.97571965467
1761166800,107576.47963570953
1761170400,107291.22838880101
1761174000,107087.57222183463
1761177600,107591.46050939859
1761181200,107929.70505683837
1761184800,108160.30780064978
1761188400,108262.86606683451
1761192000,108427.32244325992
1761195600,108715.74633296949
1761199200,108947.13724391792
1761202800,110161.63360321848
1761206400,109330.27512436418
1761210000,109495.83714322322
1761213600,109421.78783243243
1761217200,109478.10035542453
1761220800,109224.3833219622
1761224400,109094.58492144197
1761228000,109592.40562051734
1761231600,109628.74203736876
1761235200,110010.57252049325
1761238800,110228.23713486004
1761242400,111200.25221791971
1761246000,110608.17600608674
1761249600,110259.20500676983
1761253200,109894.82604619532
1761256800,109694.02033354466
1761260400,109976.56229518166
1761264000,110048.51827291629
1761267600,110590.88131635876
1761271200,110570.44696030706
1761274800,110676.86052315126
1761278400,110475.2792746721
1761282000,111294.44433723789
1761285600,111278.18292651157
1761289200,111455.90523406792
1761292800,110990.68405371568
1761296400,111151.46710179307
1761300000,111344.38642783243
1761303600,111213.9317437174
1761307200,111051.84953520617
1761310800,111307.25811547365
1761314400,110838.85709025283
1761318000,109988.92412004159
1761321600,110149.04389859618
1761325200,110215.34810199725
1761328800,110342.829253726
1761332400,110585.2481046863
1761336000,110630.57948719687
1761339600,110919.40218327155
1761343200,111087.74174490428
